ingredients_text,ingredients_tags,ingredients_analysis_tags,additives,additives_tags,additives_en,additives_n,allergens,allergens_en,nova_group,nutriscore_score,nutriscore_grade,serving_size,serving_quantity,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,fiber_100g,salt_100g,sodium_100g
"Hartweizengrieß, Frischei (10 %) * &quot;Eler aus Bodenhaltung Kann Spuren von Soja enthalten. Oko DX Ungekocht Energie DURCHSCHNITTLICHE MAHRWERTE pro 100g Fett","en:hartweizengriess,en:frischei,en:eler-aus-bodenhaltung-kann-spuren-von-soja-enthalten,en:oko-dx-ungekocht-energie-durchschnittliche-mahrwerte-pro-100g-fett","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,351.25,8.3,1.11,57.27,18.17,6.78,,0.0,0.0
,,,,,,,,,,,unknown,1 portion (113.398 g),113.398,132.0,5.29,1.76,0.0,0.0,21.2,0.0,0.132,0.0529
,,,,,,,,,,,unknown,45.0g,45.0,580.0,42.2222222222222,15.1111111111111,33.3333333333333,33.3333333333333,12.0,4.66666666666667,,
,,,,,,,,,,,unknown,1 portion (40 g),40.0,618.0,50.0,4.0,7.5,4.75,27.5,11.0,2.02,0.808
,,,,,,,,,,,unknown,40.0g,40.0,590.0,42.5,8.5,30.0,7.25,18.0,3.0,4.4375,1.775
,,,,,,,,,,,unknown,,,311.0,0.8,0.4,77.0,57.0,2.7,8.8,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,31.0,0.5,0.100000001490116,6.90000009536743,2.20000004768372,0.5,,,
"Wheat Flour Sugar Vegetable Fat D Curry Powder (12.3%) (Coriander, Turmeric, Cumin, Ginger, Cassia, Fenugreek, Chilli, Clove, Salt, Mustard Flour, Black Pepper, Garlic Powder, Fennel) Vegetable (Tomato) Salt Flavourings (contains Celery) Glucose Syrup Flavour Enhancers (Monosodium Glutamate, Sodium 5'-Ribonucleotides) Citric Acid Milk Proteins Soya Flour Alleray Advice","en:wheat-flour-sugar-vegetable-fat-d-curry-powder,en:vegetable,en:salt-flavourings,en:glucose-syrup-flavour-enhancers,en:citric-acid-milk-proteins-soya-flour-alleray-advice,en:coriander,en:herb,en:turmeric,en:condiment,en:spice,en:cumin,en:seed,en:ginger,en:cassia,en:cinnamon,en:fenugreek,en:chili-pepper,en:fruit-vegetable,en:clove,en:salt,en:mustard,en:black-pepper,en:pepper,en:garlic,en:root-vegetable,en:onion-family-vegetable,en:fennel,en:stalk-vegetable,en:tomato,en:e621,en:sodium-5-ribonucleotides","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e621,E621 - Monosodium glutamate,1.0,,,4.0,,not-applicable,,,411.0,18.0,8.2,57.2,29.6,5.2,1.2,4.75,1.9
,,,,,,,,,,,unknown,1 portion (12.4 g),12.4,0.0,0.0,,0.0,,0.0,,2.02,0.806
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,100.0g,100.0,39.0,0.5,0.100000001490116,6.5,1.5,1.5,3.0,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,23.0,e,,,465.0,28.0,13.8,46.5,18.0,6.0,,0.649,0.2596
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,350.0,0.0,0.0,90.0,80.0,0.0,0.0,2.75,1.1
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,526.0,26.3,17.5,52.6,43.8,8.8,0.0,0.1095,0.0438
,,,,,,,,,,,unknown,,,396.0,5.9,3.2,8.7,3.9,77.0,,0.6,0.24
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,63.0g,63.0,397.0,13.0,3.0,35.0,10.0,38.0,13.0,,
,,,,,,,,,,,unknown,,,104.0,0.0,0.0,16.0,14.0,10.0,,0.14,0.056
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,en:nuts,,,25.0,e,,,617.0,48.0,10.0,36.0,32.0,8.0,,0.01,0.004
,,,,,,,,,,,unknown,,,399.0,2.0,0.1,95.0,89.0,0.3,0.0,,
"Water, breadcrumbs 24.5% (wheat flour, sugar, wheat protein, yeast, salt, vegetable oil (sunflower), spice extract (paprika, turmeric)), soy protein 14%, vegetable oil (rapeseed, sunflower), wheat flour, corn starch, vinegar, stabilizers (methylcellulose, guar gum), citrus fiber, natural flavors, salt, onion powder, garlic powder, acidity regulator (potassium hydroxide), sugar.","en:water,en:breadcrumbs,en:coating,en:soy-protein,en:protein,en:plant-protein,en:vegetable-oil,en:oil-and-fat,en:vegetable-oil-and-fat,en:wheat-flour,en:cereal,en:flour,en:wheat,en:cereal-flour,en:corn-starch,en:starch,en:vinegar,en:stabiliser,en:citrus-fibre,en:fiber,en:vegetable-fiber,en:natural-flavouring,en:flavouring,en:salt,en:onion,en:vegetable,en:root-vegetable,en:onion-family-vegetable,en:garlic,en:acidity-regulator,en:sugar,en:added-sugar,en:disaccharide,en:wheat-protein,en:yeast,en:spice-extract,en:condiment,en:spice,en:rapeseed-oil,en:sunflower-oil,en:e461,en:e412,en:e525,en:paprika,en:turmeric","en:palm-oil-free,en:maybe-vegan,en:maybe-vegetarian",,"en:e412,en:e461,en:e525","E412 - Guar gum,E461 - Methyl cellulose,E525 - Potassium hydroxide",3.0,,,4.0,-2.0,a,,,223.0,12.0,1.2,11.8,0.6,13.5,6.2,0.8,0.32
"Hvetemel, sammalt hvete (13,8%),  surdeig (hvetemel, vann, durumhvete, surdeigskultur), solsikkefrø, vann, olivenolje, maltekstrakt (bygg),  sesamfrø, hvetekli (3,7%), hvetegluten, linfrø, salt, gjær, stabilisator (E 412),  dekstrose (bygg), naturlig aroma, emulgator (E 472e), glukosesirup (hvete, mais), melkeprotein, farge (E 160a), melbehandlingsmiddel (E 300), enzymer.","en:hvetemel,en:sammalt-hvete,en:surdeig,en:solsikkefrø,en:vann,en:olivenolje,en:maltekstrakt,en:sesamfrø,en:hvetekli,en:hvetegluten,en:linfrø,en:salt,en:gjaer,en:stabilisator,en:dekstrose,en:naturlig-aroma,en:emulgator,en:glukosesirup,en:melkeprotein,en:farge,en:melbehandlingsmiddel,en:enzymer,en:durumhvete,en:surdeigskultur,en:bygg,en:e412,en:e472e,en:hvete,en:mais,en:e160a,en:e300","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e160a,en:e300,en:e412,en:e472e","E160a - Carotene,E300 - Ascorbic acid,E412 - Guar gum,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",4.0,,,4.0,,unknown,,,,,,,,,,,
,,,,,,,,,,30.0,e,,,240.0,10.0,3.3,39.0,18.0,39.0,,13.0,5.2
,,,,,,,,,,,unknown,,,,,0.0,,0.0,,,,
,,,,,,,,,,,unknown,,,,,0.0,,0.0,,,,
,,,,,,,,,,,unknown,90 gram,90.0,466.0,27.0,,35.0,,23.0,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,58.0,0.0,0.0,13.0,10.0,0.0,0.0,,
Potato,"en:potato,en:vegetable,en:root-vegetable,en:tuber","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,1.0,b,,,,,,,,,,,
Onion,"en:onion,en:vegetable,en:root-vegetable,en:onion-family-vegetable","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-4.0,a,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
Bhendi,en:bhendi,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,,0.0,,,,,unknown,,,,,,,,,,,
Bitter Gourd,en:bitter-gourd,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,,0.0,,,,,unknown,,,,,,,,,,,
Ginger,"en:ginger,en:condiment,en:spice","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
Bottle Gourd,en:bottle-gourd,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,,0.0,,,,,unknown,,,,,,,,,,,
,,en:vegetarian,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,7.0g,7.0,428.571428571429,,,,,21.4285714285714,,,
Spinach,"en:spinach,en:vegetable,en:leaf-vegetable","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-6.0,a,,,,,,,,,,,
Coriander,"en:coriander,en:herb","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,unknown,,,,,,,,,,,
,,en:vegetarian,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
Cucumber,"en:cucumber,en:vegetable,en:fruit-vegetable","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-5.0,a,,,,,,,,,,,
Green Peas,"en:green-peas,en:vegetable,en:legume,en:pod-and-seed-vegetable,en:pea","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,,unknown,,,,,,,,,,,
Mint leaves,"en:mint-leaf,en:herb,en:mint","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-4.0,a,,,,,,,,,,,
Radish,"en:radish,en:vegetable,en:root-vegetable,en:taproot-vegetable","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-5.0,a,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
Sapota,en:sapota,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,,0.0,,,,,unknown,,,,,,,,,,,
Broad Beans,"en:broad-bean,en:vegetable,en:pod-and-seed-vegetable","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-16.0,a,,,,,,,,,,,
,,,,,,,,,,,unknown,100 gram,100.0,310.0,14.3,,31.8,,21.1,,,
,,,,,,,,,,,unknown,95 gram,95.0,289.0,15.7,,25.7,,21.2,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
Carrot,"en:carrot,en:vegetable,en:root-vegetable,en:taproot-vegetable","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-4.0,a,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,47.0,12.0,11.0,11.0,11.0,5.0,9.0,1.0,0.4
"Hvetemel, vann, salt, rapsolje, sukker, gjær, hvetegluten, dekstrose, vegetabilsk emulgator (E 472e, E 471, E 322 solsikkelecitin), melbehandlingsmiddel (E 300).","en:hvetemel,en:vann,en:salt,en:rapsolje,en:sukker,en:gjaer,en:hvetegluten,en:dekstrose,en:vegetabilsk-emulgator,en:melbehandlingsmiddel,en:e472e,en:e471,en:e322-solsikkelecitin,en:e300","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e300,en:e322,en:e471,en:e472e","E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",4.0,,,4.0,,unknown,,,,,,,,,,,
,,en:vegetarian,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,484.0,22.0,2.2000000476837,58.0,19.0,11.0,,0.61,0.244
Birke NO.1 QUALITÄT SEIT 187 BO BANI NUDE,en:birke-no-1-qualitat-seit-187-bo-bani-nude,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,,0.0,,,,,not-applicable,15.0g,15.0,,,,,,,,,
"Viande de porc 151g pour 100g, sel, sucres (LACTOSE, dextrose), alcools, épices, ail, ferments, conservateur salpêtre cubique. Boyau naturel de porc traces possibles de fruits à coques 30% de gras comparé à la valeur de référence Ciqual 2016","fr:viande-de-porc-151g-pour,en:salt,en:sugar,en:added-sugar,en:disaccharide,en:alcohol,en:spice,en:condiment,en:garlic,en:vegetable,en:root-vegetable,en:onion-family-vegetable,en:ferment,fr:conservateur-salpetre-cubique,fr:gras-compare-a-la-valeur-de-reference-ciqual-2016,en:lactose,en:dextrose,en:monosaccharide,en:glucose","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,,0.0,,,4.0,,unknown,10g,10.0,,,,,,,,,
,,,,,,,,,,,unknown,,,294.0,19.5,7.4,1.6,1.1,27.9,,4.8,1.92
,,,,,,,,,,,unknown,,,315.0,20.8,7.9,1.8,1.5,30.0,,4.8,1.92
,,,,,,,,,,,unknown,,,425.0,35.0,14.0,5.0,4.0,22.0,,4.0,1.6
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,269.0,13.0,0.18000000715256,19.299999237061,2.7999999523163,17.60000038147,,1.8174999952316,0.727
,,,,,,,,,,,unknown,,,304.0,19.3,6.6,19.3,1.4,12.5,,0.7825,0.313
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,15.0,d,,,434.0,36.700000762939,12.699999809265,0.0,0.0,0.0,,0.0,0.0
,,,,,,,,,,35.0,e,,,428.0,35.299999237061,12.199999809265,5.0999999046326,4.0999999046326,22.299999237061,,3.9000000953674,1.56
,,,,,,,,,,,unknown,,,406.0,31.6,11.4,1.5,0.9,26.4,,0.0,0.0
,,,,,,,,,,,unknown,,,327.0,22.3,7.6,1.9,1.5,29.5,,5.0,2.0
,,,,,,,,,,,unknown,,,327.0,23.0,22.3,1.9,1.5,29.5,,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,5.0g,5.0,377.0,22.7000007629395,12.289999961853,2.40000009536743,0.200000002980232,40.5,,,
,,,,,,,,,,33.0,e,,,377.0,22.7,12.29,2.4,0.2,40.5,,3.85,1.54
,,,,,,,,,,4.0,c,,,42.0,27.0,0.0,10.6,1.0,0.0,0.0,0.0,0.0
"Hvetemel, vaniljekrem 13% (vann, sukker, modifisert stivelse, mysepulver, melkeprotein, kokosfett, fortykningmiddel (E401), aroma, farge (E160a)), vann, sukker, revet kokos 4%, rapsolje, hvetegluten, kardemomme, salt, gjær, emulgator (E472e, E471, E475, E322 solsikkelecithin), melbehandlingsmiddel (E 300), dekstrose, aroma.","en:hvetemel,en:vaniljekrem,en:vann,en:sukker,en:revet-kokos,en:rapsolje,en:hvetegluten,en:kardemomme,en:salt,en:gjaer,en:emulgator,en:melbehandlingsmiddel,en:dekstrose,en:flavouring,en:modifisert-stivelse,en:mysepulver,en:melkeprotein,en:kokosfett,en:fortykningmiddel,en:farge,en:e472e,en:e471,en:e475,en:e322-solsikkelecithin,en:e300,en:e401,en:e160a","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e160a,en:e300,en:e322,en:e401,en:e471,en:e472e,en:e475","E160a - Carotene,E300 - Ascorbic acid,E322 - Lecithins,E401 - Sodium alginate,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E475 - Polyglycerol esters of fatty acids",7.0,,,4.0,,unknown,1 tasse (250 ml),250.0,52.0,0.0,0.0,12.8,12.4,0.0,0.0,0.0,0.0
,,,,,,,,,,,unknown,,,,,,,,,,,
aqua (water) ammonium lauryl sulfate glucoside parfum (fragrance) cocamidopropyl betaine sodium benzoate sodium chloride citric acid cocamide mipa salicyuc acid limonene ● e 200 ml o · ● ● . 79004 75008 paris france - made in france www.kiotis.com kiotis paris-12/14 rond-point des champs-élysées,"en:water,en:ammonium-lauryl-sulfate-glucoside-parfum,en:cocamidopropyl-betaine-sodium-benzoate-sodium-chloride-citric-acid-cocamide-mipa-salicyuc-acid-limonene-●-e200-ml-o,en:●-●,en:79004-75008-paris-france,en:made-in-france-www-kiotis-com-kiotis-paris-12,en:14-rond-point-des-champs-elysees,en:fragrance","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e200,E200 - Sorbic acid,1.0,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,34.0,e,,,400.0,33.3,11.5,0.9,0.7,24.1,,4.7,1.88
,,,,,,,,,,,unknown,,,432.0,36.1,36.1,0.6,0.3,0.6,,4.2,1.68
,,,,,,,,,,,unknown,,,338.0,24.2,8.2,1.5,1.3,28.3,,4.6,1.84
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,430.4,36.7,12.7,5.0,4.0,20.9,,3.8,1.52
,,,,,,,,,,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,0.007g,0.007,1.0,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,34.0,e,,,434.0,36.7,12.7,5.0,4.0,20.9,,3.8,1.52
,,,,,,,,,,,unknown,,,434.0,36.7,12.7,5.0,4.0,20.9,,3.8,1.52
,,,,,,,,,,,unknown,,,434.0,36.7,12.7,5.0,4.0,20.9,,3.8,1.52
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
Lemon,"en:lemon,en:fruit,en:citrus-fruit","en:palm-oil-free,en:vegan,en:vegetarian",,,,0.0,,,1.0,-5.0,a,,,,,,,,,,,
,,,,,,,,,,,unknown,3.5g,3.5,470.0,17.0,11.0,70.0,30.0,7.30000019073486,3.90000009536743,,
,,,,,,,,,,,unknown,,,336.0,24.2,8.2,1.5,1.3,28.3,,4.6,1.84
,,,,,,,,,,,unknown,,,434.0,36.7,12.7,5.0,4.0,20.9,,3.8,1.52
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,1 serving (27 g),27.0,519.0,44.4,3.7,25.9,3.7,18.5,18.5,1.67,0.667
"Hvetemel, vann, rapsolje, salt, sukker, gjær, hvetegluten, vegetabilsk emulgator (E 472e, E 471, E 322 solsikkelecithin),  melbehandlingsmiddel (E 300),  dekstrose. Dekor: Valmuefrø","en:hvetemel,en:vann,en:rapsolje,en:salt,en:sukker,en:gjaer,en:hvetegluten,en:vegetabilsk-emulgator,en:melbehandlingsmiddel,en:dekstrose,en:dekor,en:e472e,en:e471,en:e322-solsikkelecithin,en:e300,en:valmuefrø","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e300,en:e322,en:e471,en:e472e","E300 - Ascorbic acid,E322 - Lecithins,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",4.0,,,4.0,,unknown,5.0g,5.0,500.0,40.0,8.00000011920929,40.0,,20.0,,,
,,,,,,,,,,,unknown,,,434.0,36.7,12.7,5.0,4.0,20.9,,3.8,1.52
"Hvetemel, vann, kanelfyll (sukker, vann, vegetabilsk fett (raps, fullherdet kokos, fullherdet raps), modifisert hvetestivelse (E 1414), kanel, glukosesirup, hvetemel, maismel, emulgator (E 471), salt, konserveringsmiddel (E 202), stabilisator (E 415), aroma), sukker, rapsolje, gjær, salt, hvetegluten, vegetabilsk emulgator (E 472e), melbehandlingsmiddel (E 300), dekstrose.","en:hvetemel,en:vann,en:kanelfyll,en:sukker,en:rapsolje,en:gjaer,en:salt,en:hvetegluten,en:vegetabilsk-emulgator,en:melbehandlingsmiddel,en:dekstrose,en:vegetabilsk-fett,en:modifisert-hvetestivelse,en:kanel,en:glukosesirup,en:maismel,en:emulgator,en:konserveringsmiddel,en:stabilisator,en:flavouring,en:e472e,en:e300,en:raps,en:fullherdet-kokos,en:fullherdet-raps,en:e1414,en:e471,en:e202,en:e415","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e1414,en:e202,en:e300,en:e415,en:e471,en:e472e","E1414 - Acetylated distarch phosphate,E202 - Potassium sorbate,E300 - Ascorbic acid,E415 - Xanthan gum,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",6.0,,,4.0,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,10.0g,10.0,382.2,5.0,0.1,86.0,64.43,6.7,1.17,,
,,,,,,,,,,,unknown,,,331.0,3.1,0.6,5.9,2.0,67.0,,7.80000025,3.12
,,,,,,,,,,,unknown,80 gram,80.0,353.0,18.0,,26.0,,17.0,,,
,,,,,,,,,,,unknown,80 gram,80.0,380.0,21.0,,27.0,,17.0,,,
,,,,,,,,,,,unknown,,,280.0,17.5,9.2,20.1,2.6,8.7,,0.247,0.0988
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,283.0,18.8,2.8,14.7,1.3,12.8,,0.69,0.276
,,,,,,,,,,,unknown,,,245.0,11.7,0.86,20.7,3.0,12.2,,0.1875,0.075
,,,,,,,,,,,unknown,,,,,,,,,,,
"bwe ro/o ouumy et wh Supplement Facts Serving Size: 2 Tablets Servings Per Container: 56 Amount Per Serving Vitamin A (as 25% (516 mcg) % DV Amount Per Serving %DV 40 mg 1804 ug RAE 200 % | Mixed Tocopherols (D-gamma, D-delta, D-beta Tocopherol) InCelligence TM Complex Retinyl Acetate and 75% (2700 mcg) as Beta Carotene, Mixed Carotenoids) Vitamin C (as Poly C® blend: Potassium, 200 mg Calcium, Magnesium, and Zinc Ascorbates) Vitamin D3 (as Cholecalciferol) 50 mg 36 mg 222% Alpha Lipoic Acid Meriva Bioavailable Curcumin Complex (Curcuma longa L., root)* 25 ug 125% Vitamin E (as d-alpha-Tocopheryl Succinate)67 mg 447% Vitamin K (as K1 [Phytonadione] 240 ug, 270 ug 225% Extract 35 mg (Camellia sinensis hunt, leaves) Quercetin Dihydrate Rutin Hesperidin (Citrus spp. L., fruit) Resveratrol Olivol® (Olive Fruit Extract, Olea europaea L., fruit)** 30 mg 20 mg 20 mg 20 mg 15 mg 64 mg 6 mg and K2 [MK-7 Menaquinone] 30 ug) Thiamine (Vitamin B1) Riboflavin (Vitamin B2) Niacin (as Niacin and Niacinamide) Vitamin B6 (as Pyridoxine HCL) Folate (as 300 ug Folic Acid) Vitamin B12 (as Cyanocobalamin) 15 mg 1250% 15 mg 1154% 20 mg NE 125% 16 mg 941% 500 ug DFE 125% 100 ug 4167% | Inositol 150 ug 500% | Coenzyme Q10 Biotin Pantothenic Acid (as D-Calcium Pantothenate) 45 mg 900% 300 ug 500 ug Lutein (Tagetes erecta L., flower) Choline (as Choline Bitartrate) 51 mg 9% Lycopene t Daily Value (DV) not established Ouer oredients: Microcrystalline Cellulose, Modified Starch, Vegetable Fatty Acid, Croscarmallose Sodium ioodd Organic Maltodetrin, Vanilla Extract Organic Sunflower Lecithin. Organic Palm Clein oreame","fr:bwe-ro,fr:o-ouumy-et-wh-supplement-facts-serving-size,fr:56-amount-per-serving-vitamin-a,fr:vitamin-c,fr:vitamin-d3,fr:alpha-lipoic-acid-meriva-bioavailable-curcumin-complex,fr:25-ug-125-vitamin-e,fr:vitamin-k,en:thiamin,fr:riboflavin,fr:niacin,fr:vitamin-b6,fr:folate,fr:vitamin-b12,fr:ne-125-16-mg-941-500-ug-dfe-125-100-ug-4-167-inositol-150-ug-500-coenzyme-q10-biotin-pantothenic-acid,fr:300-ug-500-ug-lutein,en:choline,fr:lycopene-t-daily-value,fr:not-established-ouer-oredients,fr:modified-starch,fr:vegetable-fatty-acid,fr:croscarmallose-sodium-ioodd-maltodetrin,fr:vanilla-extract-sunflower-lecithin,fr:palm-clein-oreame,fr:2-tablets-servings-per-container,fr:as,fr:dv-amount-per-serving-dv-40-mg-1804-ug-rae-200-mixed-tocopherols,fr:incelligence-tm-complex-retinyl-acetate-and,fr:as-beta-carotene,fr:mixed-carotenoids,fr:as-poly-c-blend,en:calcium,en:minerals,en:magnesium,fr:and-zinc-ascorbates,fr:as-cholecalciferol,fr:curcuma-longa-l,fr:root,fr:as-d-alpha-tocopheryl-succinate,fr:as-k1,fr:240-ug,fr:270-ug-225-extract,fr:quercetin-dihydrate-rutin-hesperidin,fr:resveratrol-olivol,fr:and-k2,fr:30-ug,fr:vitamin-b1,fr:vitamin-b2,fr:as-niacin-and-niacinamide,fr:as-pyridoxine-hcl,fr:as-300-ug-folic-acid,fr:as-cyanocobalamin,fr:as-d-calcium-pantothenate,fr:tagetes-erecta-l,fr:flower,fr:as-choline-bitartrate,fr:dv,fr:microcrystalline-cellulose,fr:516-mcg,fr:d-gamma,fr:d-delta,fr:d-beta-tocopherol,fr:2700-mcg,en:potassium,en:phylloquinone,en:vitamins,en:vitamin-k,fr:camellia-sinensis-hunt,fr:leaves,fr:citrus-spp,fr:l,en:fruit,fr:olive-fruit-extract,fr:olea-europaea-l,fr:mk-7-menaquinone","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:e14xx,en:e161b,en:e460,en:e460i","E14XX - Modified Starch,E161b - Lutein,E460 - Cellulose,E460i - Microcrystalline cellulose",3.0,,,4.0,,unknown,,,,,,,,,,,
"Acai Berry Extract (Euterpe oleracea), Gelatin, L theanine (from green tea (Camellia sinensis),Rice Bran, Moringa Leaf Extract (Moringa oleifera), Barberry Root Extract (Berberis vulgaris), Green Coffee Bean Extract (Coffea arabica), Baobab Fruit Extract (Adansonia digitata), African Mango Seed Powder (irvingia gabonensis), Mangosteen Fruit Extract (Garcinia mangostana L), Goji Berry Extract (Lycium barbarum L), Buckthorn Berry Juice Powder (Hippophae rhamnoides), Hawthorn Berry Powder (Crataegus laevigata), Chamomile Flower Extract (Matricaria recutita)","fr:acai-berry-extract,fr:gelatin,fr:l-theanine,fr:from-green-tea,fr:rice-bran,fr:moringa-leaf-extract,fr:barberry-root-extract,fr:green-coffee-bean-extract,fr:baobab-fruit-extract,fr:african-mango-seed-powder,fr:mangosteen-fruit-extract,fr:goji-berry-extract,fr:buckthorn-berry-juice-powder,fr:hawthorn-berry-powder,fr:chamomile-flower-extract,fr:euterpe-oleracea,fr:camellia-sinensis,fr:moringa-oleifera,fr:berberis-vulgaris,en:arabica-coffee,en:coffee,fr:adansonia-digitata,fr:irvingia-gabonensis,fr:garcinia-mangostana-l,fr:lycium-barbarum-l,fr:hippophae-rhamnoides,fr:crataegus-laevigata,fr:matricaria-recutita","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:e428,E428 - Gelatine,1.0,,,4.0,,not-applicable,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
,,,,,,,,,,,unknown,,,,,,,,,,,
